FL_DATE,ORIGIN_CITY_NAME,DEST_CITY_NAME,DEST_STATE_NM,DEP_DELAY,ARR_DELAY
11/29/2022,"New York, NY","Seattle, WA",Washington,-3,10
11/29/2022,"New York, NY","Seattle, WA",Washington,0,40
11/29/2022,"New York, NY","Seattle, WA",Washington,1,-4
11/29/2022,"New York, NY","Seattle, WA",Washington,8,-1
11/29/2022,"New York, NY","Seattle, WA",Washington,27,96
11/29/2022,"New York, NY","San Francisco, CA",California,-13,-20
11/29/2022,"New York, NY","San Francisco, CA",California,-12,-13
11/29/2022,"New York, NY","San Francisco, CA",California,-10,-21
11/29/2022,"New York, NY","San Francisco, CA",California,-10,10
11/29/2022,"New York, NY","San Francisco, CA",California,-8,-18
11/29/2022,"New York, NY","San Francisco, CA",California,-8,-6
11/29/2022,"New York, NY","San Francisco, CA",California,-8,5
11/29/2022,"New York, NY","San Francisco, CA",California,-7,-16
11/29/2022,"New York, NY","San Francisco, CA",California,-6,-13
11/29/2022,"New York, NY","San Francisco, CA",California,-6,-8
11/29/2022,"New York, NY","San Francisco, CA",California,-6,0
11/29/2022,"New York, NY","San Francisco, CA",California,-5,-19
11/29/2022,"New York, NY","San Francisco, CA",California,-5,1
11/29/2022,"New York, NY","San Francisco, CA",California,-5,7
11/29/2022,"New York, NY","San Francisco, CA",California,-3,13
11/29/2022,"New York, NY","San Francisco, CA",California,-1,-26
11/29/2022,"New York, NY","San Francisco, CA",California,0,10
11/29/2022,"New York, NY","San Francisco, CA",California,4,-22
11/29/2022,"New York, NY","San Francisco, CA",California,13,5
11/29/2022,"New York, NY","San Francisco, CA",California,109,118
11/29/2022,"New York, NY","San Juan, PR",Puerto Rico,-5,-29
11/29/2022,"New York, NY","San Juan, PR",Puerto Rico,-4,-31
11/29/2022,"New York, NY","San Juan, PR",Puerto Rico,0,-13
11/29/2022,"New York, NY","San Juan, PR",Puerto Rico,2,-30
11/29/2022,"New York, NY","San Juan, PR",Puerto Rico,6,-19
11/29/2022,"New York, NY","San Juan, PR",Puerto Rico,15,-17
11/29/2022,"New York, NY","San Juan, PR",Puerto Rico,22,-9
11/29/2022,"New York, NY","San Juan, PR",Puerto Rico,22,26
11/29/2022,"New York, NY","Salt Lake City, UT",Utah,-4,-7
11/29/2022,"New York, NY","Salt Lake City, UT",Utah,-2,-25
11/29/2022,"New York, NY","Salt Lake City, UT",Utah,-1,-16
11/29/2022,"New York, NY","Salt Lake City, UT",Utah,0,-25
11/29/2022,"New York, NY","Salt Lake City, UT",Utah,1,2
11/29/2022,"New York, NY","Salt Lake City, UT",Utah,7,-9
11/29/2022,"New York, NY","Sacramento, CA",California,32,30
11/29/2022,"New York, NY","Santa Ana, CA",California,3,39
11/29/2022,"New York, NY","Sarasota/Bradenton, FL",Florida,14,0
11/29/2022,"New York, NY","Charlotte Amalie, VI",U.S. Virgin Islands,-2,-25
11/29/2022,"New York, NY","Syracuse, NY",New York,-10,-10
11/29/2022,"New York, NY","Syracuse, NY",New York,-6,-5
11/29/2022,"New York, NY","Syracuse, NY",New York,-5,-20
11/29/2022,"New York, NY","Syracuse, NY",New York,-4,-15
11/29/2022,"New York, NY","Syracuse, NY",New York,-2,2
11/29/2022,"New York, NY","Syracuse, NY",New York,1,NA
11/29/2022,"New York, NY","Tampa, FL",Florida,-5,-24
11/29/2022,"New York, NY","Tampa, FL",Florida,-5,-1
11/29/2022,"New York, NY","Tampa, FL",Florida,-4,-21
11/29/2022,"New York, NY","Tampa, FL",Florida,-4,-4
11/29/2022,"New York, NY","Tampa, FL",Florida,1,6
11/29/2022,"New York, NY","Tampa, FL",Florida,5,-10
11/29/2022,"New York, NY","Tampa, FL",Florida,7,-1
11/29/2022,"New York, NY","Tampa, FL",Florida,15,0
11/29/2022,"New York, NY","Albany, NY",New York,-9,-36
11/29/2022,"New York, NY","Albany, NY",New York,-3,-26
11/29/2022,"New York, NY","Albany, NY",New York,7,1
11/29/2022,"New York, NY","Albany, NY",New York,15,10
11/29/2022,"New York, NY","Atlanta, GA",Georgia,-11,-1
11/29/2022,"New York, NY","Atlanta, GA",Georgia,-10,-14
11/29/2022,"New York, NY","Atlanta, GA",Georgia,-7,-24
11/29/2022,"New York, NY","Atlanta, GA",Georgia,-7,-21
11/29/2022,"New York, NY","Atlanta, GA",Georgia,-6,-23
11/29/2022,"New York, NY","Atlanta, GA",Georgia,-5,-16
11/29/2022,"New York, NY","Atlanta, GA",Georgia,-4,-24
11/29/2022,"New York, NY","Atlanta, GA",Georgia,-4,-21
11/29/2022,"New York, NY","Atlanta, GA",Georgia,-4,-8
11/29/2022,"New York, NY","Atlanta, GA",Georgia,-4,3
11/29/2022,"New York, NY","Atlanta, GA",Georgia,-3,-8
11/29/2022,"New York, NY","Atlanta, GA",Georgia,-2,-1
11/29/2022,"New York, NY","Atlanta, GA",Georgia,-2,-1
11/29/2022,"New York, NY","Atlanta, GA",Georgia,-1,-21
11/29/2022,"New York, NY","Atlanta, GA",Georgia,0,-18
11/29/2022,"New York, NY","Atlanta, GA",Georgia,1,-8
11/29/2022,"New York, NY","Atlanta, GA",Georgia,1,-6
11/29/2022,"New York, NY","Atlanta, GA",Georgia,4,-7
11/29/2022,"New York, NY","Atlanta, GA",Georgia,4,0
11/29/2022,"New York, NY","Atlanta, GA",Georgia,4,2
11/29/2022,"New York, NY","Atlanta, GA",Georgia,17,-8
11/29/2022,"New York, NY","Atlanta, GA",Georgia,25,32
11/29/2022,"New York, NY","Atlanta, GA",Georgia,36,44
11/29/2022,"New York, NY","Asheville, NC",North Carolina,-9,-9
11/29/2022,"New York, NY","Asheville, NC",North Carolina,-4,-28
11/29/2022,"New York, NY","Asheville, NC",North Carolina,-2,-39
11/29/2022,"New York, NY","Hartford, CT",Connecticut,-5,-22
11/29/2022,"New York, NY","Hartford, CT",Connecticut,-4,-12
11/29/2022,"New York, NY","Hartford, CT",Connecticut,-4,-12
11/29/2022,"New York, NY","Hartford, CT",Connecticut,-3,-8
11/29/2022,"New York, NY","Hartford, CT",Connecticut,19,-1
11/29/2022,"New York, NY","Bangor, ME",Maine,-4,-14
11/29/2022,"New York, NY","Bangor, ME",Maine,-3,-12
11/29/2022,"New York, NY","Bangor, ME",Maine,-2,-2
11/29/2022,"New York, NY","Bangor, ME",Maine,12,15
11/29/2022,"New York, NY","Birmingham, AL",Alabama,-5,2
11/29/2022,"New York, NY","Nashville, TN",Tennessee,-12,7
11/29/2022,"New York, NY","Nashville, TN",Tennessee,-12,7
11/29/2022,"New York, NY","Nashville, TN",Tennessee,-9,-21
11/29/2022,"New York, NY","Nashville, TN",Tennessee,-8,-13
11/29/2022,"New York, NY","Nashville, TN",Tennessee,-7,4
11/29/2022,"New York, NY","Nashville, TN",Tennessee,-5,-14
11/29/2022,"New York, NY","Nashville, TN",Tennessee,-5,0
11/29/2022,"New York, NY","Nashville, TN",Tennessee,-5,1
11/29/2022,"New York, NY","Nashville, TN",Tennessee,-3,-10
11/29/2022,"New York, NY","Nashville, TN",Tennessee,-1,-5
11/29/2022,"New York, NY","Nashville, TN",Tennessee,3,9
11/29/2022,"New York, NY","Nashville, TN",Tennessee,51,56
11/29/2022,"New York, NY","Nashville, TN",Tennessee,54,61
11/29/2022,"New York, NY","Nashville, TN",Tennessee,55,47
11/29/2022,"New York, NY","Nashville, TN",Tennessee,100,121
11/29/2022,"New York, NY","Boston, MA",Massachusetts,NA,NA
11/29/2022,"New York, NY","Boston, MA",Massachusetts,-10,-17
11/29/2022,"New York, NY","Boston, MA",Massachusetts,-9,-17
11/29/2022,"New York, NY","Boston, MA",Massachusetts,-9,-17
11/29/2022,"New York, NY","Boston, MA",Massachusetts,-9,-8
11/29/2022,"New York, NY","Boston, MA",Massachusetts,-9,-5
11/29/2022,"New York, NY","Boston, MA",Massachusetts,-9,-2
11/29/2022,"New York, NY","Boston, MA",Massachusetts,-8,-23
11/29/2022,"New York, NY","Boston, MA",Massachusetts,-8,-21
11/29/2022,"New York, NY","Boston, MA",Massachusetts,-8,-21
11/29/2022,"New York, NY","Boston, MA",Massachusetts,-8,-19
11/29/2022,"New York, NY","Boston, MA",Massachusetts,-8,-18
11/29/2022,"New York, NY","Boston, MA",Massachusetts,-7,-16
11/29/2022,"New York, NY","Boston, MA",Massachusetts,-7,-11
11/29/2022,"New York, NY","Boston, MA",Massachusetts,-6,-28
11/29/2022,"New York, NY","Boston, MA",Massachusetts,-6,-12
11/29/2022,"New York, NY","Boston, MA",Massachusetts,-6,-9
11/29/2022,"New York, NY","Boston, MA",Massachusetts,-5,-22
11/29/2022,"New York, NY","Boston, MA",Massachusetts,-5,-9
11/29/2022,"New York, NY","Boston, MA",Massachusetts,-5,-1
11/29/2022,"New York, NY","Boston, MA",Massachusetts,-4,-24
11/29/2022,"New York, NY","Boston, MA",Massachusetts,-4,-23
11/29/2022,"New York, NY","Boston, MA",Massachusetts,-4,-21
11/29/2022,"New York, NY","Boston, MA",Massachusetts,-4,-15
11/29/2022,"New York, NY","Boston, MA",Massachusetts,-3,-30
11/29/2022,"New York, NY","Boston, MA",Massachusetts,-2,-25
11/29/2022,"New York, NY","Boston, MA",Massachusetts,-2,-6
11/29/2022,"New York, NY","Boston, MA",Massachusetts,-2,-4
11/29/2022,"New York, NY","Boston, MA",Massachusetts,10,6
11/29/2022,"New York, NY","Boston, MA",Massachusetts,11,-8
11/29/2022,"New York, NY","Boston, MA",Massachusetts,12,-7
11/29/2022,"New York, NY","Boston, MA",Massachusetts,17,14
11/29/2022,"New York, NY","Burlington, VT",Vermont,-4,-14
11/29/2022,"New York, NY","Burlington, VT",Vermont,-2,-19
11/29/2022,"New York, NY","Burlington, VT",Vermont,1,1
11/29/2022,"New York, NY","Burlington, VT",Vermont,82,72
11/29/2022,"New York, NY","Buffalo, NY",New York,-11,-33
11/29/2022,"New York, NY","Buffalo, NY",New York,-5,-19
11/29/2022,"New York, NY","Buffalo, NY",New York,-5,-18
11/29/2022,"New York, NY","Buffalo, NY",New York,-5,-8
11/29/2022,"New York, NY","Buffalo, NY",New York,78,66
11/29/2022,"New York, NY","Columbia, SC",South Carolina,-5,-13
11/29/2022,"New York, NY","Charlottesville, VA",Virginia,-14,-33
11/29/2022,"New York, NY","Charlottesville, VA",Virginia,-11,-28
11/29/2022,"New York, NY","Charlottesville, VA",Virginia,-7,-28
11/29/2022,"New York, NY","Charlottesville, VA",Virginia,-6,-12
11/29/2022,"New York, NY","Charlottesville, VA",Virginia,-4,-10
11/29/2022,"New York, NY","Charleston, SC",South Carolina,-11,-42
11/29/2022,"New York, NY","Charleston, SC",South Carolina,-10,-33
11/29/2022,"New York, NY","Charleston, SC",South Carolina,-10,-14
11/29/2022,"New York, NY","Charleston, SC",South Carolina,-9,-29
11/29/2022,"New York, NY","Charleston, SC",South Carolina,-8,-19
11/29/2022,"New York, NY","Charleston, SC",South Carolina,-5,-28
11/29/2022,"New York, NY","Charleston, SC",South Carolina,6,-7
11/29/2022,"New York, NY","Cleveland, OH",Ohio,-12,-15
11/29/2022,"New York, NY","Cleveland, OH",Ohio,-11,-35
11/29/2022,"New York, NY","Cleveland, OH",Ohio,-9,-22
11/29/2022,"New York, NY","Cleveland, OH",Ohio,-8,-29
11/29/2022,"New York, NY","Cleveland, OH",Ohio,-8,0
11/29/2022,"New York, NY","Cleveland, OH",Ohio,-5,21
11/29/2022,"New York, NY","Cleveland, OH",Ohio,-3,-5
11/29/2022,"New York, NY","Cleveland, OH",Ohio,8,-8
11/29/2022,"New York, NY","Charlotte, NC",North Carolina,-13,-18
11/29/2022,"New York, NY","Charlotte, NC",North Carolina,-10,-15
11/29/2022,"New York, NY","Charlotte, NC",North Carolina,-9,-33
11/29/2022,"New York, NY","Charlotte, NC",North Carolina,-9,-28
11/29/2022,"New York, NY","Charlotte, NC",North Carolina,-9,-27
11/29/2022,"New York, NY","Charlotte, NC",North Carolina,-9,-12
11/29/2022,"New York, NY","Charlotte, NC",North Carolina,-8,-22
11/29/2022,"New York, NY","Charlotte, NC",North Carolina,-8,-18
11/29/2022,"New York, NY","Charlotte, NC",North Carolina,-8,-6
11/29/2022,"New York, NY","Charlotte, NC",North Carolina,-8,2
11/29/2022,"New York, NY","Charlotte, NC",North Carolina,-7,-12
11/29/2022,"New York, NY","Charlotte, NC",North Carolina,-6,-17
11/29/2022,"New York, NY","Charlotte, NC",North Carolina,-5,-27
11/29/2022,"New York, NY","Charlotte, NC",North Carolina,-3,-3
11/29/2022,"New York, NY","Charlotte, NC",North Carolina,-2,-10
11/29/2022,"New York, NY","Charlotte, NC",North Carolina,1,-13
11/29/2022,"New York, NY","Columbus, OH",Ohio,-17,-23
11/29/2022,"New York, NY","Columbus, OH",Ohio,-12,-13
11/29/2022,"New York, NY","Columbus, OH",Ohio,-11,-30
11/29/2022,"New York, NY","Columbus, OH",Ohio,-10,-18
11/29/2022,"New York, NY","Columbus, OH",Ohio,-10,-13
11/29/2022,"New York, NY","Columbus, OH",Ohio,-6,-11
11/29/2022,"New York, NY","Columbus, OH",Ohio,-3,-13
11/29/2022,"New York, NY","Columbus, OH",Ohio,0,-1
11/29/2022,"New York, NY","Columbus, OH",Ohio,1,-10
11/29/2022,"New York, NY","Columbus, OH",Ohio,4,1
11/29/2022,"New York, NY","Columbus, OH",Ohio,16,2
11/29/2022,"New York, NY","Cincinnati, OH",Kentucky,-9,-26
11/29/2022,"New York, NY","Cincinnati, OH",Kentucky,-8,-13
11/29/2022,"New York, NY","Cincinnati, OH",Kentucky,-8,-2
11/29/2022,"New York, NY","Cincinnati, OH",Kentucky,-6,-19
11/29/2022,"New York, NY","Cincinnati, OH",Kentucky,-6,-3
11/29/2022,"New York, NY","Cincinnati, OH",Kentucky,-5,-20
11/29/2022,"New York, NY","Cincinnati, OH",Kentucky,-5,-8
11/29/2022,"New York, NY","Cincinnati, OH",Kentucky,-3,-9
11/29/2022,"New York, NY","Dallas, TX",Texas,-6,-15
11/29/2022,"New York, NY","Dallas, TX",Texas,-4,21
11/29/2022,"New York, NY","Dallas, TX",Texas,2,14
11/29/2022,"New York, NY","Dallas, TX",Texas,12,29
11/29/2022,"New York, NY","Dayton, OH",Ohio,-9,-27
11/29/2022,"New York, NY","Dayton, OH",Ohio,-7,1
11/29/2022,"New York, NY","Washington, DC",Virginia,NA,NA
11/29/2022,"New York, NY","Washington, DC",Virginia,-10,-32
11/29/2022,"New York, NY","Washington, DC",Virginia,-10,-17
11/29/2022,"New York, NY","Washington, DC",Virginia,-10,-9
11/29/2022,"New York, NY","Washington, DC",Virginia,-8,-19
11/29/2022,"New York, NY","Washington, DC",Virginia,-8,-15
11/29/2022,"New York, NY","Washington, DC",Virginia,-8,-10
11/29/2022,"New York, NY","Washington, DC",Virginia,-8,-6
11/29/2022,"New York, NY","Washington, DC",Virginia,-7,-28
11/29/2022,"New York, NY","Washington, DC",Virginia,-7,-24
11/29/2022,"New York, NY","Washington, DC",Virginia,-7,-2
11/29/2022,"New York, NY","Washington, DC",Virginia,-6,-21
11/29/2022,"New York, NY","Washington, DC",Virginia,-6,-4
11/29/2022,"New York, NY","Washington, DC",Virginia,-6,0
11/29/2022,"New York, NY","Washington, DC",Virginia,-4,-17
11/29/2022,"New York, NY","Washington, DC",Virginia,-4,-12
11/29/2022,"New York, NY","Washington, DC",Virginia,-3,9
11/29/2022,"New York, NY","Washington, DC",Virginia,-1,38
11/29/2022,"New York, NY","Washington, DC",Virginia,3,0
11/29/2022,"New York, NY","Washington, DC",Virginia,4,-12
11/29/2022,"New York, NY","Washington, DC",Virginia,6,22
11/29/2022,"New York, NY","Washington, DC",Virginia,7,6
11/29/2022,"New York, NY","Washington, DC",Virginia,19,20
11/29/2022,"New York, NY","Washington, DC",Virginia,53,49
11/29/2022,"New York, NY","Denver, CO",Colorado,-12,0
11/29/2022,"New York, NY","Denver, CO",Colorado,-9,-3
11/29/2022,"New York, NY","Denver, CO",Colorado,-8,4
11/29/2022,"New York, NY","Denver, CO",Colorado,-7,-20
11/29/2022,"New York, NY","Denver, CO",Colorado,-6,1
11/29/2022,"New York, NY","Denver, CO",Colorado,-4,8
11/29/2022,"New York, NY","Denver, CO",Colorado,-4,9
11/29/2022,"New York, NY","Denver, CO",Colorado,-3,-1
11/29/2022,"New York, NY","Denver, CO",Colorado,-1,0
11/29/2022,"New York, NY","Denver, CO",Colorado,0,-18
11/29/2022,"New York, NY","Denver, CO",Colorado,1,-3
11/29/2022,"New York, NY","Denver, CO",Colorado,13,-11
11/29/2022,"New York, NY","Denver, CO",Colorado,14,20
11/29/2022,"New York, NY","Denver, CO",Colorado,17,0
11/29/2022,"New York, NY","Denver, CO",Colorado,34,12
11/29/2022,"New York, NY","Dallas/Fort Worth, TX",Texas,-11,-20
11/29/2022,"New York, NY","Dallas/Fort Worth, TX",Texas,-9,-2
11/29/2022,"New York, NY","Dallas/Fort Worth, TX",Texas,-9,-2
11/29/2022,"New York, NY","Dallas/Fort Worth, TX",Texas,-8,-15
11/29/2022,"New York, NY","Dallas/Fort Worth, TX",Texas,-7,-23
11/29/2022,"New York, NY","Dallas/Fort Worth, TX",Texas,-7,-19
11/29/2022,"New York, NY","Dallas/Fort Worth, TX",Texas,-7,12
11/29/2022,"New York, NY","Dallas/Fort Worth, TX",Texas,-6,-24
11/29/2022,"New York, NY","Dallas/Fort Worth, TX",Texas,-6,-5
11/29/2022,"New York, NY","Dallas/Fort Worth, TX",Texas,-6,-4
11/29/2022,"New York, NY","Dallas/Fort Worth, TX",Texas,-6,-4
11/29/2022,"New York, NY","Dallas/Fort Worth, TX",Texas,-5,-14
11/29/2022,"New York, NY","Dallas/Fort Worth, TX",Texas,-5,2
11/29/2022,"New York, NY","Dallas/Fort Worth, TX",Texas,-5,13
11/29/2022,"New York, NY","Dallas/Fort Worth, TX",Texas,-4,-22
11/29/2022,"New York, NY","Dallas/Fort Worth, TX",Texas,-4,19
11/29/2022,"New York, NY","Dallas/Fort Worth, TX",Texas,-2,-12
11/29/2022,"New York, NY","Dallas/Fort Worth, TX",Texas,-2,-5
11/29/2022,"New York, NY","Dallas/Fort Worth, TX",Texas,9,12
11/29/2022,"New York, NY","Des Moines, IA",Iowa,-1,-22
11/29/2022,"New York, NY","Detroit, MI",Michigan,NA,NA
11/29/2022,"New York, NY","Detroit, MI",Michigan,-11,-24
11/29/2022,"New York, NY","Detroit, MI",Michigan,-10,-30
11/29/2022,"New York, NY","Detroit, MI",Michigan,-10,-12
11/29/2022,"New York, NY","Detroit, MI",Michigan,-10,-6
11/29/2022,"New York, NY","Detroit, MI",Michigan,-8,-22
11/29/2022,"New York, NY","Detroit, MI",Michigan,-8,-19
11/29/2022,"New York, NY","Detroit, MI",Michigan,-7,-21
11/29/2022,"New York, NY","Detroit, MI",Michigan,-5,-13
11/29/2022,"New York, NY","Detroit, MI",Michigan,-5,-10
11/29/2022,"New York, NY","Detroit, MI",Michigan,-4,-3
11/29/2022,"New York, NY","Detroit, MI",Michigan,8,11
11/29/2022,"New York, NY","Detroit, MI",Michigan,61,46
11/29/2022,"New York, NY","Key West, FL",Florida,-4,14
11/29/2022,"New York, NY","Fort Lauderdale, FL",Florida,-8,-20
11/29/2022,"New York, NY","Fort Lauderdale, FL",Florida,-7,-25
11/29/2022,"New York, NY","Fort Lauderdale, FL",Florida,-3,-18
11/29/2022,"New York, NY","Fort Lauderdale, FL",Florida,-2,-23
11/29/2022,"New York, NY","Fort Lauderdale, FL",Florida,-2,-8
11/29/2022,"New York, NY","Fort Lauderdale, FL",Florida,-2,-4
11/29/2022,"New York, NY","Fort Lauderdale, FL",Florida,-2,-2
11/29/2022,"New York, NY","Fort Lauderdale, FL",Florida,0,14
11/29/2022,"New York, NY","Fort Lauderdale, FL",Florida,2,-21
11/29/2022,"New York, NY","Fort Lauderdale, FL",Florida,4,-13
11/29/2022,"New York, NY","Fort Lauderdale, FL",Florida,4,-2
11/29/2022,"New York, NY","Fort Lauderdale, FL",Florida,9,-13
11/29/2022,"New York, NY","Fort Lauderdale, FL",Florida,22,12
11/29/2022,"New York, NY","Fort Lauderdale, FL",Florida,66,45
11/29/2022,"New York, NY","Grand Rapids, MI",Michigan,-5,-22
11/29/2022,"New York, NY","Grand Rapids, MI",Michigan,16,15
11/29/2022,"New York, NY","Greensboro/High Point, NC",North Carolina,-15,-22
11/29/2022,"New York, NY","Greensboro/High Point, NC",North Carolina,-10,-38
11/29/2022,"New York, NY","Greensboro/High Point, NC",North Carolina,-9,-5
11/29/2022,"New York, NY","Greensboro/High Point, NC",North Carolina,-6,-28
11/29/2022,"New York, NY","Greensboro/High Point, NC",North Carolina,33,27
11/29/2022,"New York, NY","Greensboro/High Point, NC",North Carolina,49,36
11/29/2022,"New York, NY","Greer, SC",South Carolina,-10,-11
11/29/2022,"New York, NY","Greer, SC",South Carolina,-4,-2
11/29/2022,"New York, NY","Greer, SC",South Carolina,-3,-13
11/29/2022,"New York, NY","Houston, TX",Texas,2,9
11/29/2022,"New York, NY","Houston, TX",Texas,4,18
11/29/2022,"New York, NY","Houston, TX",Texas,49,76
11/29/2022,"New York, NY","Washington, DC",Virginia,-15,-24
11/29/2022,"New York, NY","Washington, DC",Virginia,-13,-24
11/29/2022,"New York, NY","Washington, DC",Virginia,-12,-19
11/29/2022,"New York, NY","Washington, DC",Virginia,-8,-29
11/29/2022,"New York, NY","Washington, DC",Virginia,-8,-28
11/29/2022,"New York, NY","Washington, DC",Virginia,-8,-27
11/29/2022,"New York, NY","Washington, DC",Virginia,-7,-11
11/29/2022,"New York, NY","Washington, DC",Virginia,-6,-23
11/29/2022,"New York, NY","Washington, DC",Virginia,-5,-13
11/29/2022,"New York, NY","Washington, DC",Virginia,-5,-4
11/29/2022,"New York, NY","Washington, DC",Virginia,-3,-13
11/29/2022,"New York, NY","Washington, DC",Virginia,-3,-13
11/29/2022,"New York, NY","Washington, DC",Virginia,-2,-12
11/29/2022,"New York, NY","Houston, TX",Texas,-10,-2
11/29/2022,"New York, NY","Houston, TX",Texas,-8,14
11/29/2022,"New York, NY","Houston, TX",Texas,-6,-23
11/29/2022,"New York, NY","Houston, TX",Texas,-6,-19
11/29/2022,"New York, NY","Houston, TX",Texas,-5,5
11/29/2022,"New York, NY","Houston, TX",Texas,-4,-3
11/29/2022,"New York, NY","Houston, TX",Texas,-4,4
11/29/2022,"New York, NY","Houston, TX",Texas,-3,-28
11/29/2022,"New York, NY","Houston, TX",Texas,-3,-16
11/29/2022,"New York, NY","Houston, TX",Texas,-1,-5
11/29/2022,"New York, NY","Houston, TX",Texas,0,NA
11/29/2022,"New York, NY","Houston, TX",Texas,0,3
11/29/2022,"New York, NY","Houston, TX",Texas,2,-2
11/29/2022,"New York, NY","Houston, TX",Texas,3,0
11/29/2022,"New York, NY","Houston, TX",Texas,5,-9
11/29/2022,"New York, NY","Wilmington, NC",North Carolina,-13,-41
11/29/2022,"New York, NY","Wilmington, NC",North Carolina,-12,-8
11/29/2022,"New York, NY","Wilmington, NC",North Carolina,-9,-25
11/29/2022,"New York, NY","Wilmington, NC",North Carolina,-9,-12
11/29/2022,"New York, NY","Wilmington, NC",North Carolina,-7,-13
11/29/2022,"New York, NY","Indianapolis, IN",Indiana,-11,-27
11/29/2022,"New York, NY","Indianapolis, IN",Indiana,-6,-12
11/29/2022,"New York, NY","Indianapolis, IN",Indiana,-6,-7
11/29/2022,"New York, NY","Indianapolis, IN",Indiana,-5,-20
11/29/2022,"New York, NY","Indianapolis, IN",Indiana,-5,10
11/29/2022,"New York, NY","Indianapolis, IN",Indiana,-2,-12
11/29/2022,"New York, NY","Indianapolis, IN",Indiana,0,-17
11/29/2022,"New York, NY","Indianapolis, IN",Indiana,1,-11
11/29/2022,"New York, NY","Indianapolis, IN",Indiana,258,236
11/29/2022,"New York, NY","Jacksonville, FL",Florida,-9,-17
11/29/2022,"New York, NY","Jacksonville, FL",Florida,-7,-9
11/29/2022,"New York, NY","Jacksonville, FL",Florida,-4,-10
11/29/2022,"New York, NY","Jacksonville, FL",Florida,-2,-3
11/29/2022,"New York, NY","Jacksonville, FL",Florida,1,5
11/29/2022,"New York, NY","Jacksonville, FL",Florida,78,62
11/29/2022,"New York, NY","Little Rock, AR",Arkansas,-13,8
11/29/2022,"New York, NY","Kansas City, MO",Missouri,-10,3
11/29/2022,"New York, NY","Kansas City, MO",Missouri,-7,-26
11/29/2022,"New York, NY","Kansas City, MO",Missouri,-6,5
11/29/2022,"New York, NY","Kansas City, MO",Missouri,-4,-2
11/29/2022,"New York, NY","Kansas City, MO",Missouri,-2,-8
11/29/2022,"New York, NY","Kansas City, MO",Missouri,2,-6
11/29/2022,"New York, NY","Kansas City, MO",Missouri,7,11
11/29/2022,"New York, NY","Kansas City, MO",Missouri,33,28
11/29/2022,"New York, NY","Orlando, FL",Florida,-9,-24
11/29/2022,"New York, NY","Orlando, FL",Florida,-8,-22
11/29/2022,"New York, NY","Orlando, FL",Florida,-8,-1
11/29/2022,"New York, NY","Orlando, FL",Florida,-7,6
11/29/2022,"New York, NY","Orlando, FL",Florida,-6,-16
11/29/2022,"New York, NY","Orlando, FL",Florida,-4,-16
11/29/2022,"New York, NY","Orlando, FL",Florida,-2,-17
11/29/2022,"New York, NY","Orlando, FL",Florida,-2,-16
11/29/2022,"New York, NY","Orlando, FL",Florida,-2,-14
11/29/2022,"New York, NY","Orlando, FL",Florida,2,-19
11/29/2022,"New York, NY","Orlando, FL",Florida,16,15
11/29/2022,"New York, NY","Orlando, FL",Florida,17,10
11/29/2022,"New York, NY","Orlando, FL",Florida,29,43
11/29/2022,"New York, NY","Orlando, FL",Florida,60,48
11/29/2022,"New York, NY","Orlando, FL",Florida,246,226
11/29/2022,"New York, NY","Chicago, IL",Illinois,-4,-6
11/29/2022,"New York, NY","Chicago, IL",Illinois,-2,-9
11/29/2022,"New York, NY","Chicago, IL",Illinois,-2,-5
11/29/2022,"New York, NY","Chicago, IL",Illinois,-1,-11
11/29/2022,"New York, NY","Chicago, IL",Illinois,1,-8
11/29/2022,"New York, NY","Chicago, IL",Illinois,14,3
11/29/2022,"New York, NY","Chicago, IL",Illinois,40,20
11/29/2022,"New York, NY","Chicago, IL",Illinois,47,39
11/29/2022,"New York, NY","Memphis, TN",Tennessee,-11,33
11/29/2022,"New York, NY","Memphis, TN",Tennessee,-4,7
11/29/2022,"New York, NY","Memphis, TN",Tennessee,-4,17
11/29/2022,"New York, NY","Memphis, TN",Tennessee,-3,10
11/29/2022,"New York, NY","Miami, FL",Florida,-15,-15
11/29/2022,"New York, NY","Miami, FL",Florida,-6,-16
11/29/2022,"New York, NY","Miami, FL",Florida,-5,-9
11/29/2022,"New York, NY","Miami, FL",Florida,-1,-32
11/29/2022,"New York, NY","Miami, FL",Florida,-1,-18
11/29/2022,"New York, NY","Miami, FL",Florida,0,-17
11/29/2022,"New York, NY","Miami, FL",Florida,0,-15
11/29/2022,"New York, NY","Miami, FL",Florida,0,-11
11/29/2022,"New York, NY","Miami, FL",Florida,1,-10
11/29/2022,"New York, NY","Miami, FL",Florida,1,2
11/29/2022,"New York, NY","Miami, FL",Florida,3,-8
11/29/2022,"New York, NY","Miami, FL",Florida,5,-5
11/29/2022,"New York, NY","Miami, FL",Florida,5,0
11/29/2022,"New York, NY","Miami, FL",Florida,7,-18
11/29/2022,"New York, NY","Miami, FL",Florida,8,-22
11/29/2022,"New York, NY","Miami, FL",Florida,17,-5
11/29/2022,"New York, NY","Miami, FL",Florida,299,286
11/29/2022,"New York, NY","Milwaukee, WI",Wisconsin,-7,-6
11/29/2022,"New York, NY","Milwaukee, WI",Wisconsin,18,21
11/29/2022,"New York, NY","Milwaukee, WI",Wisconsin,37,40
11/29/2022,"New York, NY","Milwaukee, WI",Wisconsin,73,59
